1759745757.031,121557.031,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745757.235,121557.235,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745757.451,121557.451,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745757.655,121557.655,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745757.857,121557.857,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745758.06,121558.060,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745758.263,121558.263,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745758.465,121558.465,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745758.682,121558.682,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745758.883,121558.883,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745759.085,121559.085,619510.8569,5806174.8303,40.4558,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745759.288,121559.288,619510.939,5806174.8413,40.4463,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745759.491,121559.491,619510.9674,5806174.85,40.444,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745759.694,121559.694,619510.9195,5806174.8533,40.4355,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745759.912,121559.912,619510.7179,5806174.8533,40.4467,-0.07,0.02,-1.03,0.05,0.97,0.01,1
1759745760.115,121600.115,619510.6227,5806174.8672,40.4428,-0.04,0.01,-1.04,0.07,0.97,0.0,1
1759745760.317,121600.317,619510.5377,5806174.8514,40.4394,-0.04,0.0,-1.04,0.06,0.97,0.0,1
1759745760.519,121600.519,619510.3661,5806174.8638,40.4339,-0.05,-0.0,-1.05,0.06,0.97,-0.01,1
1759745760.721,121600.721,619510.135,5806174.8502,40.4247,-0.05,-0.0,-1.05,0.06,0.97,-0.01,1
